Course Title,Rating,Reviews,Organization,Level,Skill Outcome,Exact Learning Period,link,,,,,,,,,,
Google Workspace Security,4.7 stars,750 reviews,Google Workspace Security course by Google Cloud,Beginner," Operating Systems, Security Engineering, System Security ",1 month,/learn/google-workspace-security,,,,,,,,,,0
Essential Google Cloud Infrastructure: Foundation,4.7 stars,16.5k reviews,Essential Google Cloud Infrastructure: Foundation course by Google Cloud,Intermediate," Cloud Computing, Google Cloud Platform, Computer Networking ",1 month,/learn/gcp-infrastructure-foundation,,,,,,,,,,0
The Business of Product Management II,4.7 stars,198 reviews,The Business of Product Management II course by Advancing Women in Tech,Beginner," Entrepreneurship, Leadership and Management, Marketing ",1 month,/learn/real-world-product-management-skills,,,,,,,,,,0
Arduino y algunas aplicaciones free,4.6 stars,571 reviews,Arduino y algunas aplicaciones free course by Universidad Nacional Autónoma de México,Mixed," Computer Architecture, Computer Graphics, Computer Networking ",1 month,/learn/arduino-aplicaciones,,,,,,,,,,0
Building Resilient Streaming Analytics Systems on Google Cloud,4.6 stars,1.2k reviews,Building Resilient Streaming Analytics Systems on Google Cloud course by Google Cloud,Intermediate," Computer Architecture, Distributed Computing Architecture, Cloud Computing ",1-3 months,/learn/streaming-analytics-systems-gcp,,,,,,,,,,0
JSON and Natural Language Processing in PostgreSQL,4.6 stars,110 reviews,JSON and Natural Language Processing in PostgreSQL course by University of Michigan,Intermediate," Computer Programming, Machine Learning, Statistical Programming ",1 month,/learn/json-natural-language-processing-postgresql,,,,,,,,,,0
Electrones en Acción: Electrónica y Arduinos para tus propios Inventos free,4.8 stars,2.4k reviews,Electrones en Acción: Electrónica y Arduinos para tus propios Inventos free course by Pontificia Universidad Católica de Chile,Mixed," Virtual Reality, Computer Programming, Computer Architecture ",1 month,/learn/electrones-en-accion,,,,,,,,,,0
Front-End Development Capstone Project new,5.0 stars,-,Front-End Development Capstone Project new course by IBM,Advanced," React (web framework), Web Development ",1-3 months,/learn/front-end-development-capstone-project,,,,,,,,,,0
Introdução ao Teste de Software free,4.8 stars,440 reviews,Introdução ao Teste de Software free course by Universidade de São Paulo,Beginner," Software Engineering, Software Testing ",1-3 months,/learn/intro-teste-de-software,,,,,,,,,,0
Introduzione alla Storia dell'Architettura Contemporanea free,4.8 stars,165 reviews,Introduzione alla Storia dell'Architettura Contemporanea free course by Politecnico di Milano,Beginner," Business Psychology, Culture, Design and Product ",1 month,/learn/architettura-contemporanea,,,,,,,,,,0
Spring - Ecosystem and Core,3.7 stars,261 reviews,Spring - Ecosystem and Core course by LearnQuest,Intermediate," Computer Programming, Java Programming, Other Web Frameworks ",1 month,/learn/spring-ecosystem-and-core,,,,,,,,,,0
"Smart Analytics, Machine Learning, and AI on Google Cloud",4.6 stars,1.2k reviews,Smart Analytics,Intermediate," Machine Learning, Cloud Computing, Cloud Platforms ",1-3 months,/learn/smart-analytics-machine-learning-ai-gcp,,,,,,,,,,0
Device-based Models with TensorFlow Lite,4.7 stars,598 reviews,Device-based Models with TensorFlow Lite course by DeepLearning.AI,Intermediate," Applied Machine Learning, Machine Learning, Mobile Development ",1 month,/learn/device-based-models-tensorflow,,,,,,,,,,0
New Technologies for Business Leaders free,4.4 stars,369 reviews,New Technologies for Business Leaders free course by Rutgers the State University of New Jersey,Intermediate," Change Management, Leadership and Management, Strategy and Operations ",1-3 months,/learn/new-technologies-business-leaders,,,,,,,,,,0
Scrum Master Certification Exam Preparation,4.1 stars,33 reviews,Scrum Master Certification Exam Preparation course by LearnQuest,Beginner," Agile Software Development, Scrum (Software Development), Software Engineering ",1 month,/learn/certified-scrum-master-exam-preparation,,,,,,,,,,0
Introduction to Docker : The Basics guided project ,4.4 stars,203 reviews,Introduction to Docker : The Basics guided project by Coursera Project Network,Beginner," DevOps, Docker (Software), Software Engineering ",1 month,/projects/docker-fundamentals,,,,,,,,,,0
Data Structures & Backend with Java new,4.0 stars,5 reviews,Data Structures & Backend with Java new course by Board Infinity,Advanced," Computer Programming, Java Programming, Javascript ",1 month,/learn/data-structures--backend-with-java,,,,,,,,,,0
Data Structures and Performance,4.8 stars,2.2k reviews,Data Structures and Performance course by University of California San Diego,Intermediate," Data Structures, Theoretical Computer Science, Java Programming ",1-3 months,/learn/data-structures-optimizing-performance,,,,,,,,,,0
Introdução ao Controle de Sistemas free,4.9 stars,1.1k reviews,Introdução ao Controle de Sistemas free course by Instituto Tecnológico de Aeronáutica,Mixed," Mathematics, Mathematical Theory & Analysis, Operating Systems ",1 month,/learn/controle,,,,,,,,,,0
Security Governance & Compliance,4.6 stars,117 reviews,Security Governance & Compliance course by University of California,Mixed," Cloud Computing, Cloud Infrastructure, Computer Architecture ",1 month,/learn/security-governance-compliance,,,,,,,,,,0
React Native,4.8 stars,137 reviews,React Native course by Meta,Intermediate," Mobile Development, React (web framework), Mobile Development Tools ",1-3 months,/learn/react-native-course,,,,,,,,,,0
Robotics: Computational Motion Planning,4.3 stars,1k reviews,Robotics: Computational Motion Planning course by University of Pennsylvania,Mixed," Theoretical Computer Science, Algorithms, Data Analysis ",1 month,/learn/robotics-motion-planning,,,,,,,,,,0
Equivalent Circuit Cell Model Simulation,4.7 stars,506 reviews,Equivalent Circuit Cell Model Simulation course by University of Colorado Boulder,Intermediate," Computer Programming, Data Analysis, Mathematics ",1-3 months,/learn/equivalent-circuit-cell-model-simulation,,,,,,,,,,0
Intro to Digital Manufacturing with Autodesk Fusion 360,4.6 stars,3.4k reviews,Intro to Digital Manufacturing with Autodesk Fusion 360 course by Autodesk,Beginner," Design and Product, Algorithms, Other Cloud Platforms and Tools ",1 month,/learn/introduction-digital-manufacturing-fusion-360,,,,,,,,,,0
"Securing Software, Data and End Points",4.8 stars,16 reviews,Securing Software,Beginner," Communication, Computer Networking, Network Security ",1-3 months,/learn/sscp-4th-ed-course-4,,,,,,,,,,0
Preparar os Dados para Exploração,4.8 stars,259 reviews,Preparar os Dados para Exploração course by Google,Beginner," Computer Architecture, Computer Programming, Data Management ",1-3 months,/learn/preparar-os-dados-para-exploracao,,,,,,,,,,0
More C# Programming and Unity,4.8 stars,573 reviews,More C# Programming and Unity course by University of Colorado System,Intermediate," Computer Programming, Software Engineering, Other Programming Languages ",1 month,/learn/more-programming-unity,,,,,,,,,,0
علم النجاح: ما يجب أن تعرفه من الباحثين free,4.8 stars,116 reviews,علم النجاح: ما يجب أن تعرفه من الباحثين free course by University of Michigan,Beginner," Business Psychology, Entrepreneurship, Human Learning ",1-3 months,/learn/success-ar,,,,,,,,,,0
"Coding for Designers, Managers, & Entrepreneurs II",4.3 stars,15 reviews,Coding for Designers,Beginner," Web Development, Computer Programming, Javascript ",1 month,/learn/uva-coding-for-design-managers-2,,,,,,,,,,0
Technology Strategy: Creative Destruction,4.8 stars,28 reviews,Technology Strategy: Creative Destruction course by University of Illinois at Urbana-Champaign,Intermediate," Entrepreneurship, Research and Design, Innovation ",1 month,/learn/technology-strategy-creative-destruction,,,,,,,,,,0
Game Design and Development 3: 3D Shooter,4.8 stars,45 reviews,Game Design and Development 3: 3D Shooter course by Michigan State University,Intermediate," Game Theory, Mathematics, Software Engineering ",1 month,/learn/game-design-and-development-3,,,,,,,,,,0
Advanced Deployment Scenarios with TensorFlow,4.8 stars,465 reviews,Advanced Deployment Scenarios with TensorFlow course by DeepLearning.AI,Advanced," Machine Learning, Tensorflow, Applied Machine Learning ",1 month,/learn/advanced-deployment-scenarios-tensorflow,,,,,,,,,,0
Design Thinking: Ideas to Action,4.6 stars,19 reviews,Design Thinking: Ideas to Action course by University of Virginia,Beginner," Design and Product, Human Computer Interaction, Entrepreneurship ",1-3 months,/learn/uva-darden-design-thinking-ideas-to-action,,,,,,,,,,0
Digital Forensics Essentials (DFE),4.8 stars,33 reviews,Digital Forensics Essentials (DFE) course by EC-Council,Beginner," Security Engineering, Computer Networking, Network Security ",1-3 months,/learn/digital-forensics-essentials-dfe,,,,,,,,,,0
Java for Beginners: Getting Started guided project ,4.4 stars,7 reviews,Java for Beginners: Getting Started guided project by Coursera Project Network,Beginner," Computer Programming, Java Programming, Mobile Development ",1 month,/projects/java-beginners-getting-started-,,,,,,,,,,0
Systems and Application Security,4.8 stars,142 reviews,Systems and Application Security course by ISC2,Beginner," Marketing, Operating Systems, Security Engineering ",1-3 months,/learn/systems-application-security-sscp,,,,,,,,,,0
Learn Object-Oriented Programming with PHP guided project ,4.7 stars,20 reviews,Learn Object-Oriented Programming with PHP guided project by Coursera Project Network,Intermediate," Computer Programming, Other Programming Languages, Programming Principles ",1 month,/projects/oop-with-php,,,,,,,,,,0
Cyber Attack Countermeasures,4.8 stars,648 reviews,Cyber Attack Countermeasures course by New York University,Intermediate," Security Engineering, Cryptography, Operating Systems ",1 month,/learn/cyber-attack-countermeasures,,,,,,,,,,0
Juniper Networks Junos Platform Automation and DevOps specialization ,4.1 stars,16 reviews,Juniper Networks Junos Platform Automation and DevOps specialization by Juniper Networks,Beginner," Computer Programming, Software Architecture, Software Engineering ",1 month,/specializations/ijaut,,,,,,,,,,0
Real-Time Embedded Systems Concepts and Practices,3.7 stars,52 reviews,Real-Time Embedded Systems Concepts and Practices course by University of Colorado Boulder,Intermediate," Operating Systems, Theoretical Computer Science, Systems Design ",1 month,/learn/real-time-embedded-systems-concepts-practices,,,,,,,,,,0
Introduction to Cybersecurity Foundations,4.7 stars,344 reviews,Introduction to Cybersecurity Foundations course by Infosec,Beginner," Cloud Computing, Cloud Infrastructure, Computer Networking ",1 month,/learn/introduction-to-cybersecurity-foundations,,,,,,,,,,0
AWS Fundamentals: Addressing Security Risk,4.4 stars,3k reviews,AWS Fundamentals: Addressing Security Risk course by Amazon Web Services,Beginner," Amazon Web Services, Cloud Computing, Information Technology ",1 month,/learn/aws-fundamentals-addressing-security-risk,,,,,,,,,,0
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,4.7 stars,58 reviews,Preparing for AI-900: Microsoft Azure AI Fundamentals exam course by Microsoft,Beginner," Cloud Computing, Machine Learning, Natural Language Processing ",1 month,/learn/microsoft-ai-900-exam-prep,,,,,,,,,,0
Ley de protección de datos. Conoce tus derechos free,4.8 stars,59 reviews,Ley de protección de datos. Conoce tus derechos free course by Universitat Autònoma de Barcelona,Beginner," Data Management, Security Engineering, Computer Networking ",1-3 months,/learn/proteccion-datos,,,,,,,,,,0
Preparing for the Google Cloud Professional Data Engineer Exam,4.6 stars,965 reviews,Preparing for the Google Cloud Professional Data Engineer Exam course by Google Cloud,Advanced," Information Technology, Cloud Computing, Cloud Engineering ",1-3 months,/learn/preparing-cloud-professional-data-engineer-exam,,,,,,,,,,0
Data Science Fundamentals specialization ,4.3 stars,178 reviews,Data Science Fundamentals specialization by University of California,Beginner," Probability & Statistics, Data Analysis, General Statistics ",3-6 months,/specializations/data-science-fundamentals,,,,,,,,,,0
"Introduction to CAD, CAM, and Practical CNC Machining",4.8 stars,805 reviews,Introduction to CAD,Advanced," Entrepreneurship, Algorithms, Product Lifecycle ",1 month,/learn/introduction-cad-cam-practical-cnc-machining,,,,,,,,,,0
